HR,day,time
71.0,2,03:57:06
70.0,2,03:57:07
70.0,2,03:57:08
70.0,2,03:57:09
68.0,2,03:57:10
66.0,2,03:57:11
65.0,2,03:57:12
65.0,2,03:57:13
65.0,2,03:57:14
64.0,2,03:57:15
65.0,2,03:57:16
65.0,2,03:57:17
64.0,2,03:57:18
64.0,2,03:57:19
65.0,2,03:57:20
67.0,2,03:57:21
66.0,2,03:57:22
66.0,2,03:57:23
66.0,2,03:57:24
64.0,2,03:57:25
63.0,2,03:57:26
63.0,2,03:57:27
63.0,2,03:57:28
63.0,2,03:57:29
63.0,2,03:57:30
64.0,2,03:57:31
66.0,2,03:57:32
66.0,2,03:57:39
66.0,2,03:57:40
65.0,2,03:57:41
64.0,2,03:57:42
65.0,2,03:57:43
66.0,2,03:57:44
66.0,2,03:57:45
65.0,2,03:57:46
67.0,2,03:57:47
68.0,2,03:57:48
67.0,2,03:57:49
66.0,2,03:57:50
66.0,2,03:57:51
65.0,2,03:57:52
64.0,2,03:57:53
63.0,2,03:57:54
63.0,2,03:57:55
63.0,2,03:57:56
63.0,2,03:57:57
63.0,2,03:57:58
68.0,2,03:57:59
74.0,2,03:58:00
74.0,2,03:58:01
74.0,2,03:58:02
74.0,2,03:58:03
74.0,2,03:58:04
63.0,2,04:00:37
64.0,2,04:00:38
63.0,2,04:00:39
63.0,2,04:00:40
64.0,2,04:00:41
63.0,2,04:00:42
62.0,2,04:00:43
63.0,2,04:00:44
63.0,2,04:00:45
63.0,2,04:00:46
63.0,2,04:00:47
63.0,2,04:00:48
64.0,2,04:00:49
63.0,2,04:00:50
62.0,2,04:00:51
61.0,2,04:00:52
62.0,2,04:00:53
61.0,2,04:00:54
61.0,2,04:00:55
60.0,2,04:00:56
60.0,2,04:00:57
61.0,2,04:00:58
61.0,2,04:00:59
60.0,2,04:01:00
61.0,2,04:01:29
61.0,2,04:01:30
61.0,2,04:01:31
62.0,2,04:01:32
62.0,2,04:01:33
61.0,2,04:01:34
62.0,2,04:01:35
64.0,2,04:01:36
64.0,2,04:01:37
63.0,2,04:01:38
63.0,2,04:01:39
63.0,2,04:01:40
62.0,2,04:01:41
62.0,2,04:01:42
63.0,2,04:01:43
63.0,2,04:01:44
63.0,2,04:01:45
64.0,2,04:01:46
64.0,2,04:01:47
63.0,2,04:01:48
63.0,2,04:01:49
80.0,2,04:02:06
81.0,2,04:02:07
84.0,2,04:02:08
85.0,2,04:02:09
88.0,2,04:02:10
90.0,2,04:02:11
91.0,2,04:02:12
93.0,2,04:02:13
95.0,2,04:02:14
96.0,2,04:02:15
97.0,2,04:02:16
99.0,2,04:02:17
99.0,2,04:02:18
100.0,2,04:02:19
100.0,2,04:02:20
100.0,2,04:02:21
99.0,2,04:02:22
99.0,2,04:02:23
99.0,2,04:02:24
95.0,2,04:02:25
93.0,2,04:02:26
89.0,2,04:02:27
86.0,2,04:02:28
84.0,2,04:02:35
84.0,2,04:02:36
84.0,2,04:02:37
80.0,2,04:02:38
77.0,2,04:02:39
74.0,2,04:02:40
74.0,2,04:02:41
71.0,2,04:02:42
71.0,2,04:02:43
69.0,2,04:02:44
67.0,2,04:02:45
67.0,2,04:02:46
67.0,2,04:02:47
67.0,2,04:02:48
65.0,2,04:02:49
63.0,2,04:02:50
61.0,2,04:02:51
61.0,2,04:02:52
61.0,2,04:02:53
60.0,2,04:02:54
59.0,2,04:02:55
59.0,2,04:02:56
59.0,2,04:02:57
58.0,2,04:02:58
57.0,2,04:02:59
58.0,2,04:03:00
58.0,2,04:03:01
58.0,2,04:03:08
58.0,2,04:03:09
58.0,2,04:03:10
57.0,2,04:03:11
58.0,2,04:03:12
58.0,2,04:03:13
58.0,2,04:03:14
58.0,2,04:03:15
59.0,2,04:03:16
59.0,2,04:03:17
59.0,2,04:03:18
58.0,2,04:03:19
57.0,2,04:03:20
58.0,2,04:03:21
57.0,2,04:03:22
57.0,2,04:03:23
57.0,2,04:03:24
58.0,2,04:03:25
58.0,2,04:03:26
58.0,2,04:03:27
59.0,2,04:03:28
60.0,2,04:03:29
61.0,2,04:03:30
61.0,2,04:03:31
61.0,2,04:03:32
61.0,2,04:03:33
61.0,2,04:03:34
61.0,2,04:03:41
63.0,2,04:03:42
63.0,2,04:03:43
64.0,2,04:03:44
63.0,2,04:03:45
62.0,2,04:03:46
61.0,2,04:03:47
62.0,2,04:03:48
62.0,2,04:03:49
61.0,2,04:03:50
61.0,2,04:03:51
62.0,2,04:03:52
62.0,2,04:03:53
62.0,2,04:03:54
62.0,2,04:03:55
63.0,2,04:03:56
62.0,2,04:03:57
62.0,2,04:03:58
62.0,2,04:03:59
63.0,2,04:04:00
64.0,2,04:04:01
66.0,2,04:04:02
67.0,2,04:04:03
67.0,2,04:04:04
67.0,2,04:04:05
67.0,2,04:04:06
66.0,2,04:04:07
62.0,2,04:04:14
62.0,2,04:04:15
61.0,2,04:04:16
61.0,2,04:04:17
62.0,2,04:04:18
62.0,2,04:04:19
62.0,2,04:04:20
61.0,2,04:04:21
61.0,2,04:04:22
62.0,2,04:04:23
61.0,2,04:04:24
62.0,2,04:04:25
63.0,2,04:04:26
